Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population,Name
Pune,7204.91,2016,13436,Petrol,Manual,Second,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,6987,Hyundai Grand i10 Sportz
Pune,2284.11,2008,76000,Petrol,Manual,Second,5.0,16.6,1388.0,68.0,Ford,USA,America,c1,6987,Ford Fiesta 1.4 ZXi Duratec
Mumbai,6898.32,2016,63141,Diesel,Manual,Second,5.0,24.4,1120.0,71.0,Hyundai,Korea,Asia,c2,20961,Hyundai Xcent 1.1 CRDi S
Hyderabad,8277.98,2014,74885,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,10534,Honda Amaze VX i-DTEC
Hyderabad,17629.04,2016,14000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c4,10534,Honda City i VTEC CVT VX
Pune,5365.36,2012,56000,Diesel,Manual,Second,5.0,20.4,1461.0,108.5,Renault,France,Europe,c1,6987,Renault Fluence 1.5
Ahmedabad,25293.84,2010,46000,Diesel,Automatic,First,5.0,22.48,1995.0,190.0,BMW,Germany,Europe,c4,8450,BMW 5 Series 520d Luxury Line
Mumbai,5978.54,2012,51800,Petrol,Manual,First,5.0,15.5,1586.0,103.3,Maruti,India,Asia,c2,20961,Maruti SX4 ZXI MT BSIV
Hyderabad,4982.12,2007,81000,Petrol,Automatic,First,5.0,16.4,1497.0,78.0,Honda,Japan,Asia,c1,10534,Honda City ZX CVT
Kochi,8952.49,2018,17370,Petrol,Manual,First,5.0,17.0,1198.0,73.75,Volkswagen,Germany,Europe,c3,3301,Volkswagen Ameo 1.2 MPI Comfortline
Hyderabad,8814.52,2016,18456,Petrol,Manual,First,5.0,17.0,1198.0,73.75,Volkswagen,Germany,Europe,c2,10534,Volkswagen Ameo 1.2 MPI Comfortline
Delhi,15329.6,2010,59000,Diesel,Automatic,First,5.0,16.55,1968.0,140.0,Audi,Germany,Europe,c3,32066,Audi A4 2.0 TDI Multitronic
Mumbai,1609.61,2006,141537,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,20961,Maruti Wagon R VXI
Delhi,8645.89,2013,51000,Diesel,Automatic,First,5.0,19.08,1582.0,126.32,Hyundai,Korea,Asia,c2,32066,Hyundai Verna SX CRDi AT
Coimbatore,78134.97,2019,29311,Diesel,Automatic,First,5.0,17.9,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz GLC 220d 4MATIC Style
Mumbai,45912.15,2016,31000,Diesel,Automatic,First,5.0,21.76,1995.0,190.0,BMW,Germany,Europe,c5,20961,BMW 3 Series Luxury Line
Mumbai,7434.86,2014,80000,Diesel,Manual,Second,7.0,24.2,1498.0,98.6,Honda,Japan,Asia,c2,20961,Honda Mobilio V Option i DTEC
Hyderabad,22227.92,2016,33000,Diesel,Automatic,First,5.0,17.01,1582.0,126.2,Hyundai,Korea,Asia,c4,10534,Hyundai Creta 1.6 CRDi AT SX Plus
Hyderabad,8431.28,2011,71556,Petrol,Manual,First,5.0,17.0,1497.0,118.0,Honda,Japan,Asia,c2,10534,Honda City 1.5 S MT
Bangalore,4905.47,2011,85000,Diesel,Manual,First,5.0,17.8,1399.0,68.0,Ford,USA,America,c1,13193,Ford Fiesta 1.4 TDCi EXI
Chennai,6898.32,2016,91000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,11503,Maruti Swift Dzire LDI
Coimbatore,47092.53,2015,73187,Diesel,Automatic,First,5.0,13.0,2143.0,204.0,Mercedes-Benz,Germany,Europe,c5,2935,Mercedes-Benz E-Class E250 CDI Launch Edition
Jaipur,5365.36,2009,232000,Diesel,Manual,First,7.0,11.5,1991.0,147.9,Chevrolet,USA,America,c1,4107,Chevrolet Captiva LT
Bangalore,10715.39,2007,127079,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,13193,Toyota Innova 2.5 V Diesel 7-seater
Kochi,5288.71,2014,58816,Diesel,Manual,First,7.0,17.21,1493.0,100.0,Mahindra,India,Asia,c1,3301,Mahindra Quanto C8
Kochi,10071.55,2015,63818,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,3301,Honda City i VTEC V
Kolkata,26826.8,2014,40000,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c4,15134,Audi A4 2.0 TDI 177 Bhp Premium Plus
Delhi,5748.6,2013,77445,Diesel,Manual,First,5.0,22.07,1199.0,73.9,Volkswagen,Germany,Europe,c2,32066,Volkswagen Polo Diesel Comfortline 1.2L
Pune,15314.27,2017,14000,Petrol,Automatic,First,5.0,14.8,1497.0,121.36,Ford,USA,America,c3,6987,Ford EcoSport 1.5 Petrol Titanium Plus AT
Kolkata,12570.27,2012,85122,Diesel,Manual,First,7.0,12.99,2494.0,100.0,Toyota,Japan,Asia,c3,15134,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV
Jaipur,1686.26,2005,123000,Petrol,Manual,Third,5.0,13.0,1493.0,100.0,Honda,Japan,Asia,c1,4107,Honda City 1.5 EXI
Kochi,5963.21,2015,61000,CNG,Manual,First,5.0,22.1,1586.0,85.7,Maruti,India,Asia,c2,3301,Maruti SX4 Green Vxi (CNG)
Chennai,3755.75,2015,63714,Petrol,Manual,First,5.0,24.7,796.0,47.3,Maruti,India,Asia,c1,11503,Maruti Alto 800 2016-2019 LXI Optional
Pune,21078.2,2009,53000,Diesel,Automatic,First,5.0,8.7,2987.0,224.34,Mercedes-Benz,Germany,Europe,c4,6987,Mercedes-Benz M-Class ML 320 CDI
Kolkata,4598.88,2017,60000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c1,15134,Maruti Swift Dzire LDI
Ahmedabad,14179.88,2017,33000,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,8450,Maruti Vitara Brezza ZDi Plus Dual Tone
Mumbai,27056.74,2013,31000,Diesel,Automatic,First,5.0,13.2,2400.0,215.0,Volvo,Sweden,Europe,c4,20961,Volvo S60 D5 Summum
Delhi,27976.52,2014,79000,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,32066,Toyota Fortuner 4x2 AT
Kochi,5288.71,2013,67914,Diesel,Manual,First,5.0,23.0,1396.0,90.0,Hyundai,Korea,Asia,c1,3301,Hyundai i20 Sportz Option Diesel
Bangalore,36407.8,2015,58970,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,13193,Audi A4 35 TDI Premium
Mumbai,8354.63,2013,60000,Diesel,Manual,Second,5.0,19.64,1461.0,108.5,Nissan,Japan,Asia,c2,20961,Nissan Terrano XV D Pre
Coimbatore,8048.04,2017,35225,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,2935,Maruti Celerio ZXI AMT
Delhi,1686.26,2005,69496,Petrol,Manual,First,5.0,15.9,1298.0,85.0,Maruti,India,Asia,c1,32066,Maruti Esteem Vxi
Delhi,4445.58,2012,62282,Petrol,Automatic,First,5.0,16.95,1197.0,78.9,Hyundai,Korea,Asia,c1,32066,Hyundai i10 Sportz AT
Hyderabad,21768.03,2010,80000,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,10534,BMW 3 Series 320d
Kochi,8891.17,2018,43698,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,3301,Hyundai Grand i10 Sportz
Coimbatore,11067.97,2017,28052,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935,Hyundai Grand i10 Asta Option AT
Coimbatore,7465.52,2016,29091,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,2935,Hyundai Grand i10 1.2 Kappa Sportz
Delhi,5058.77,2013,63000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c1,32066,Volkswagen Polo 1.2 MPI Comfortline
Hyderabad,4598.88,2007,91000,Petrol,Manual,Second,5.0,17.7,1497.0,78.0,Honda,Japan,Asia,c1,10534,Honda City ZX EXi
Hyderabad,39856.96,2014,30000,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,10534,Mercedes-Benz GLA Class 200 CDI
Hyderabad,4445.58,2017,24571,Petrol,Manual,First,5.0,14.0,796.0,35.0,Maruti,India,Asia,c1,10534,Maruti Omni 8 Seater BSIV
Bangalore,11497.2,2014,45000,Petrol,Automatic,First,5.0,15.74,1591.0,121.3,Hyundai,Korea,Asia,c3,13193,Hyundai Verna 1.6 SX VTVT AT
Hyderabad,3617.79,2015,24617,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,10534,Maruti Alto 800 LXI
Coimbatore,17460.41,2017,26927,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c4,2935,Maruti Vitara Brezza ZDi Plus Dual Tone
Kochi,10761.38,2013,87736,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,3301,Mahindra XUV500 W8 2WD
Delhi,12263.68,2016,35299,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c3,32066,Maruti Vitara Brezza ZDi
Kochi,10899.35,2017,51612,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,3301,Hyundai i20 1.2 Spotz
Mumbai,5978.54,1998,55300,Diesel,Automatic,First,5.0,10.0,1796.0,157.7,Mercedes-Benz,Germany,Europe,c2,20961,Mercedes-Benz E-Class 250 D W 210
Hyderabad,3295.86,2009,65090,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,10534,Maruti Alto LXi
Kolkata,4982.12,2013,40000,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c1,15134,Honda Amaze S i-Vtech
Kochi,108318.95,2015,38467,Diesel,Automatic,First,5.0,12.65,2993.0,255.0,Land-Rover,India,Asia,c5,3301,Land Rover Range Rover Sport HSE
Mumbai,7066.95,2013,71904,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 CRDi Magna
Mumbai,3602.46,2008,87000,Petrol,Manual,First,5.0,13.5,1799.0,130.0,Honda,Japan,Asia,c1,20961,Honda Civic 2006-2010 1.8 S MT
Chennai,6208.49,2014,33000,Diesel,Manual,Second,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,11503,Hyundai Grand i10 CRDi Magna
Jaipur,1226.37,2009,22100,Petrol,Manual,Second,4.0,16.1,796.0,37.0,Maruti,India,Asia,c1,4107,Maruti 800 AC Uniq
Hyderabad,8584.58,2014,59589,Diesel,Manual,First,5.0,23.59,1364.0,67.1,Toyota,Japan,Asia,c2,10534,Toyota Etios Liva Diesel
Delhi,8201.34,2015,44000,Diesel,Manual,First,5.0,22.54,1396.0,88.73,Hyundai,Korea,Asia,c2,32066,Hyundai i20 Magna 1.4 CRDi
Mumbai,4982.12,2017,12000,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,20961,Maruti Alto K10 VXI
Pune,17629.04,2012,66000,Diesel,Automatic,Second,5.0,17.05,1995.0,184.0,BMW,Germany,Europe,c4,6987,BMW X1 sDrive20d
Pune,6515.08,2016,38009,Petrol,Automatic,First,5.0,23.1,998.0,67.04,Maruti,India,Asia,c2,6987,Maruti Celerio VXI AT
Mumbai,6821.67,2009,35000,Petrol,Automatic,Second,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c2,20961,Skoda Superb Elegance 1.8 TSI AT
Pune,4368.94,2009,70000,Diesel,Manual,First,7.0,14.0,2498.0,112.0,Mahindra,India,Asia,c1,6987,Mahindra Xylo E4
Delhi,12033.74,2014,86000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,32066,Mahindra XUV500 W8 2WD
Pune,8124.69,2016,32000,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c2,6987,Maruti Swift Dzire VXI
Mumbai,12263.68,2017,15000,Petrol,Manual,First,5.0,18.88,999.0,123.24,Ford,USA,America,c3,20961,Ford Ecosport 1.0 Ecoboost Platinum Edition
Coimbatore,14455.81,2014,69918,Diesel,Manual,First,5.0,21.43,1364.0,87.2,Toyota,Japan,Asia,c3,2935,Toyota Corolla Altis Diesel D4DG
Pune,4215.64,2012,39000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,6987,Hyundai i20 2015-2017 1.2 Magna
Mumbai,20694.96,2018,1011,Diesel,Manual,First,5.0,20.37,1461.0,108.45,Renault,France,Europe,c4,20961,Renault Captur 1.5 Diesel Platine Mono
Hyderabad,15314.27,2009,85000,Diesel,Automatic,First,5.0,11.0,2987.0,198.5,Mercedes-Benz,Germany,Europe,c3,10534,Mercedes-Benz E-Class 280 CDI
Chennai,10654.07,2017,46663,Petrol,Manual,First,5.0,21.1,998.0,100.0,Maruti,India,Asia,c3,11503,Maruti Baleno RS 1.0 Petrol
Chennai,10347.48,2015,27000,Petrol,Automatic,First,5.0,17.97,1498.0,99.6,Nissan,Japan,Asia,c3,11503,Nissan Sunny 2011-2014 XL AT Special Edition
Chennai,8431.28,2015,15000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,11503,Hyundai Grand i10 AT Asta
Kochi,14072.57,2018,10575,Petrol,Manual,First,5.0,21.56,1462.0,103.25,Maruti,India,Asia,c3,3301,Maruti Ciaz Zeta
Jaipur,6361.78,2014,12500,Petrol,Manual,First,5.0,19.1,1197.0,82.0,Hyundai,Korea,Asia,c2,4107,Hyundai Xcent 1.2 Kappa S
Ahmedabad,9964.24,2012,52000,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c3,8450,Hyundai Verna 1.6 SX CRDi (O)
Kochi,6300.47,2015,49818,Petrol,Manual,First,5.0,21.5,1197.0,81.8,Maruti,India,Asia,c2,3301,Maruti Wagon R VXI 1.2
Hyderabad,3449.16,2008,90000,Diesel,Manual,Second,5.0,16.8,1493.0,110.0,Hyundai,Korea,Asia,c1,10534,Hyundai Verna CRDi
Kochi,6990.3,2015,52207,Petrol,Manual,First,5.0,17.71,1197.0,79.9,Toyota,Japan,Asia,c2,3301,Toyota Etios Liva G
Pune,6131.84,2013,167362,Diesel,Manual,First,7.0,11.68,2498.0,112.0,Mahindra,India,Asia,c2,6987,Mahindra Xylo E4 ABS BS III
Coimbatore,8078.7,2015,49894,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c2,2935,Toyota Etios Liva GD
Kochi,13965.27,2019,13024,Diesel,Manual,First,7.0,18.06,2523.0,63.0,Mahindra,India,Asia,c3,3301,Mahindra Thar DI 4X4
Pune,9504.35,2010,128000,Diesel,Manual,Second,5.0,14.42,1995.0,147.6,Nissan,Japan,Asia,c3,6987,Nissan X-Trail SLX MT
Kochi,30613.21,2017,26023,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,3301,Toyota Innova Crysta 2.8 ZX AT
Delhi,15590.2,2016,42784,Diesel,Manual,First,5.0,21.38,1396.0,88.7,Hyundai,Korea,Asia,c3,32066,Hyundai Creta 1.4 CRDi S
Pune,6898.32,2014,115000,Diesel,Manual,First,5.0,28.4,1248.0,74.0,Maruti,India,Asia,c2,6987,Maruti Swift VDI
Kochi,21890.67,2019,30529,Diesel,Manual,First,5.0,23.9,1582.0,126.2,Hyundai,Korea,Asia,c4,3301,Hyundai Verna 1.6 CRDI SX Option
Kochi,3786.41,2012,14814,Petrol,Manual,Second,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,3301,Maruti Alto LXi BSIII
Ahmedabad,12110.38,2016,58000,Diesel,Manual,First,5.0,23.65,1248.0,88.5,Maruti,India,Asia,c3,8450,Maruti S Cross DDiS 200 Alpha
Hyderabad,3525.81,2011,68128,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,10534,Hyundai EON Era
Hyderabad,9964.24,2013,63220,Petrol,Manual,First,5.0,13.24,1598.0,102.5,Nissan,Japan,Asia,c3,10534,Nissan Terrano XL
Hyderabad,4982.12,2016,30000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,10534,Hyundai EON Era
Bangalore,8967.82,2017,27768,Diesel,Manual,First,5.0,20.65,1248.0,88.7,Tata,India,Asia,c3,13193,Tata Zest Quadrajet 1.3 XT
Hyderabad,44455.84,2014,53000,Diesel,Automatic,Second,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,10534,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance
Coimbatore,39412.4,2014,87652,Diesel,Automatic,Second,5.0,14.16,1968.0,174.3,Audi,Germany,Europe,c5,2935,Audi Q5 2.0 TDI Premium Plus
Chennai,2835.98,2008,94873,Petrol,Manual,Second,5.0,15.3,1596.0,101.0,Ford,USA,America,c1,11503,Ford Fiesta 1.6 ZXi Leather
Mumbai,34874.84,2015,56000,Diesel,Automatic,First,5.0,18.88,1995.0,184.0,BMW,Germany,Europe,c5,20961,BMW 3 Series 320d Prestige
Kochi,12754.23,2018,18678,Petrol,Manual,First,5.0,21.1,998.0,100.0,Maruti,India,Asia,c3,3301,Maruti Baleno RS 1.0 Petrol
Delhi,39856.96,2014,30000,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c5,32066,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency
Mumbai,10730.72,2012,129000,Diesel,Automatic,First,7.0,12.8,2953.0,155.0,Ford,USA,America,c3,20961,Ford Endeavour Hurricane LE
Hyderabad,5288.71,2013,59000,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,10534,Hyundai i10 Sportz 1.2
Mumbai,7894.74,2017,13000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 Asta Option
Kochi,5380.69,2014,74325,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,3301,Honda Brio S MT
Kolkata,5288.71,2015,45000,Diesel,Manual,First,5.0,21.9,1396.0,88.76,Hyundai,Korea,Asia,c1,15134,Hyundai i20 Magna 1.4 CRDi (Diesel)
Pune,5748.6,2013,57000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c2,6987,Volkswagen Polo Petrol Highline 1.2L
Pune,2222.79,2001,125943,Petrol,Manual,Second,5.0,13.0,1493.0,100.0,Honda,Japan,Asia,c1,6987,Honda City 1.5 EXI
Delhi,3372.51,2008,80000,Diesel,Manual,First,5.0,18.7,1896.0,66.0,Skoda,Germany,Europe,c1,32066,Skoda Octavia Ambiente 1.9 TDI
Hyderabad,12248.35,2010,154000,Diesel,Manual,First,7.0,13.1,2499.0,141.0,Ford,USA,America,c3,10534,Ford Endeavour 2.5L 4X2
Bangalore,10347.48,2013,62000,Diesel,Manual,Second,5.0,18.3,1991.0,147.9,Chevrolet,USA,America,c3,13193,Chevrolet Cruze LTZ
Kolkata,18380.19,2013,27000,Petrol,Automatic,First,5.0,14.0,1498.0,190.0,Honda,Japan,Asia,c4,15134,Honda CR-V AT With Sun Roof
Kolkata,7664.8,2014,45000,Diesel,Manual,First,7.0,24.2,1498.0,98.6,Honda,Japan,Asia,c2,15134,Honda Mobilio V i DTEC
Pune,9044.46,2012,105000,Diesel,Manual,Second,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c3,6987,Maruti Ertiga VDI
Mumbai,5748.6,2013,26000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961,Hyundai Grand i10 Sportz
Mumbai,45222.32,2014,30900,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c5,20961,Jaguar XF 3.0 Litre S Premium Luxury
Chennai,7281.56,2014,48000,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,11503,Honda Amaze VX i-Vtech
Pune,17629.04,2011,112719,Diesel,Automatic,First,5.0,12.4,2698.0,179.5,Audi,Germany,Europe,c4,6987,Audi A6 2.7 TDI
Chennai,10654.07,2017,5000,Petrol,Manual,First,5.0,18.6,1197.0,81.83,Hyundai,Korea,Asia,c3,11503,Hyundai i20 1.2 Spotz
Mumbai,8277.98,2016,16000,Petrol,Manual,First,5.0,17.0,1198.0,73.75,Volkswagen,Germany,Europe,c2,20961,Volkswagen Ameo 1.2 MPI Highline Plus 16
Jaipur,7281.56,2011,63000,Petrol,Automatic,First,5.0,13.4,1997.0,135.1,Renault,France,Europe,c2,4107,Renault Fluence 2.0
Chennai,3295.86,2011,28300,Petrol,Manual,First,5.0,24.07,998.0,67.1,Maruti,India,Asia,c1,11503,Maruti Alto K10 VXI
Jaipur,1379.66,2005,49000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,4107,Maruti Alto Std
Kolkata,5365.36,2016,12501,Petrol,Manual,First,5.0,20.51,998.0,67.04,Maruti,India,Asia,c1,15134,Maruti Wagon R VXI BS IV
Kochi,8967.82,2016,56628,Diesel,Manual,First,5.0,20.4,1248.0,92.0,Fiat,Italy,Europe,c3,3301,Fiat Linea 1.3 Emotion
Pune,4828.82,2010,105000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c1,6987,Maruti Swift Dzire Vdi BSIV
Pune,9197.76,2016,52126,Diesel,Manual,First,5.0,21.64,1461.0,84.8,Renault,France,Europe,c3,6987,Renault Scala Diesel RxL
Kolkata,3418.5,2010,38000,Petrol,Manual,First,5.0,18.5,1197.0,80.0,Hyundai,Korea,Asia,c1,15134,Hyundai i20 Magna
Bangalore,3832.4,2016,50000,Petrol,Manual,First,5.0,19.1,1197.0,82.0,Hyundai,Korea,Asia,c1,13193,Hyundai Xcent 1.2 Kappa SX Option
Kochi,5932.56,2015,50230,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c2,3301,Maruti Wagon R LXI
Ahmedabad,14563.12,2014,31000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,8450,Mahindra XUV500 W8 2WD
Delhi,27210.04,2014,79000,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,32066,Toyota Fortuner 4x2 AT
Delhi,5748.6,2012,130000,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c2,32066,Renault Duster 110PS Diesel RxZ Plus
Chennai,2299.44,2010,115000,Petrol,Manual,Second,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,11503,Hyundai Santro Xing GLS
Pune,7664.8,2013,41500,Petrol,Manual,Second,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c2,6987,Hyundai Verna 1.6 SX VTVT
Pune,26060.32,2014,54385,Diesel,Automatic,Second,5.0,15.06,1995.0,177.0,BMW,Germany,Europe,c4,6987,BMW X1 sDrive 20d Exclusive
Kochi,6714.36,2011,56361,Petrol,Automatic,First,5.0,12.9,1799.0,130.0,Honda,Japan,Asia,c2,3301,Honda Civic 2006-2010 1.8 V AT
Delhi,63617.84,2018,22000,Petrol,Automatic,First,5.0,15.26,1798.0,187.74,Audi,Germany,Europe,c5,32066,Audi A6 35 TFSI Matrix
Kolkata,4598.88,2017,8000,Petrol,Manual,First,5.0,20.51,998.0,67.04,Maruti,India,Asia,c1,15134,Maruti Wagon R LXI BS IV
Coimbatore,16862.56,2018,28741,Diesel,Manual,First,5.0,24.3,1248.0,88.5,Maruti,India,Asia,c4,2935,Maruti Vitara Brezza ZDi Plus Dual Tone
Pune,21461.44,2012,117236,Diesel,Automatic,Second,7.0,11.8,2720.0,190.0,Land-Rover,India,Asia,c4,6987,Land Rover Discovery 3 TDV6 Diesel Automatic
Pune,11727.14,2016,30500,Diesel,Automatic,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c3,6987,Maruti Dzire New
Kolkata,13336.75,2018,5000,Petrol,Manual,First,5.0,17.0,1591.0,121.3,Hyundai,Korea,Asia,c3,15134,Hyundai Verna VTVT 1.6 SX
Hyderabad,15176.3,2016,42000,Diesel,Manual,First,7.0,25.47,1248.0,88.5,Maruti,India,Asia,c3,10534,Maruti Ertiga ZDI Plus
Mumbai,3142.57,2010,32773,Petrol,Manual,First,5.0,13.2,1495.0,94.0,Hyundai,Korea,Asia,c1,20961,Hyundai Accent GLE
Kolkata,8048.04,2016,19008,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c2,15134,Hyundai i20 1.2 Sportz
Kochi,8845.18,2012,32542,Petrol,Manual,First,5.0,17.0,1591.0,121.3,Hyundai,Korea,Asia,c3,3301,Hyundai Verna VTVT 1.6 SX
Hyderabad,2989.27,2010,94753,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,10534,Maruti Alto LX
Ahmedabad,11420.55,2011,70000,Diesel,Manual,Second,8.0,12.05,2179.0,120.0,Mahindra,India,Asia,c3,8450,Mahindra Scorpio VLX
Delhi,3985.7,2012,68347,Petrol,Manual,First,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,32066,Maruti Wagon R LXI
Ahmedabad,4982.12,2011,72000,Petrol,Manual,Second,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,8450,Hyundai i20 1.2 Sportz
Hyderabad,5901.9,2010,75014,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c2,10534,Maruti Ritz VDi
Delhi,11497.2,2013,65000,Diesel,Automatic,Second,5.0,13.73,1995.0,148.0,Renault,France,Europe,c3,32066,Renault Koleos 2.0 Diesel
Kochi,17629.04,2012,55598,Diesel,Automatic,First,5.0,22.69,1995.0,190.0,BMW,Germany,Europe,c4,3301,BMW 3 Series 320d
Pune,4982.12,2013,50000,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,6987,Honda Brio V MT
Chennai,2299.44,2003,44200,Petrol,Manual,Second,5.0,11.7,1997.0,134.0,Hyundai,Korea,Asia,c1,11503,Hyundai Sonata GOLD
Jaipur,8140.02,2014,65000,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,4107,Maruti Swift Dzire VDi
Hyderabad,13796.64,2013,49000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,10534,Mahindra XUV500 W8 4WD
Kolkata,5503.33,2016,7200,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c2,15134,Hyundai i10 Sportz 1.1L
Kochi,11267.26,2016,43152,Petrol,Manual,First,5.0,20.73,1373.0,91.1,Maruti,India,Asia,c3,3301,Maruti Ciaz ZXi Plus
Pune,18395.52,2013,112000,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,6987,Toyota Innova 2.5 V Diesel 8-seater
Coimbatore,9228.42,2017,23540,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935,Hyundai Grand i10 Sportz
Coimbatore,3939.71,2008,82160,Diesel,Manual,First,5.0,16.52,1991.0,123.7,Chevrolet,USA,America,c1,2935,Chevrolet Optra Magnum 2.0 LS BSIII
