Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Mileage(km/L),Engine(CC),Power(bhp),Brand,Country,Continent,Price_Cat,City_population
Mumbai,8661.22,2014,61529,Petrol,Automatic,First,5.0,18.19,1197.0,103.5,Volkswagen,Germany,Europe,c2,20961
Ahmedabad,2835.98,2010,91596,Diesel,Manual,First,7.0,14.95,2489.0,93.7,Mahindra,India,Asia,c1,8450
Kochi,3096.58,2019,14298,Petrol,Automatic,First,5.0,13.33,2995.0,340.0,Porsche,Germany,Europe,c1,3301
Hyderabad,8891.17,2013,83327,Diesel,Manual,First,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c3,10534
Hyderabad,10577.42,2017,22857,Petrol,Manual,First,5.0,16.2,1199.0,74.0,Volkswagen,Germany,Europe,c3,10534
Chennai,8201.34,2013,34620,Petrol,Manual,Second,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c2,11503
Bangalore,4368.94,2010,56000,Petrol,Manual,First,5.0,19.81,1086.0,68.05,Hyundai,Korea,Asia,c1,13193
Chennai,34874.84,2014,81000,Diesel,Automatic,First,5.0,13.0,2143.0,204.0,Mercedes-Benz,Germany,Europe,c5,11503
Jaipur,689.83,1998,95150,Petrol,Manual,Third,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,4107
Coimbatore,7112.93,2013,32776,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c2,2935
Coimbatore,8078.7,2016,51587,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,2935
Jaipur,15329.6,2016,36000,Diesel,Manual,First,7.0,14.1,2179.0,148.0,Tata,India,Asia,c3,4107
Mumbai,6055.19,2015,22000,Petrol,Manual,First,5.0,18.5,1198.0,86.8,Honda,Japan,Asia,c2,20961
Kochi,5181.4,2010,30754,Petrol,Manual,First,5.0,17.0,1197.0,80.0,Hyundai,Korea,Asia,c1,3301
Coimbatore,25753.73,2018,37109,Petrol,Manual,First,5.0,14.69,1390.0,120.33,Volkswagen,Germany,Europe,c4,2935
Kolkata,3050.59,2010,45000,Petrol,Manual,First,5.0,16.7,1498.0,118.0,Honda,Japan,Asia,c1,15134
Coimbatore,8952.49,2017,33284,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c3,2935
Coimbatore,55416.5,2016,55115,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c5,2935
Kolkata,39397.07,2014,18000,Diesel,Automatic,First,5.0,16.36,2179.0,187.7,Jaguar,UK,Europe,c5,15134
Coimbatore,14164.55,2013,130790,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,2935
Delhi,11727.14,2015,16607,Diesel,Manual,First,5.0,22.7,1598.0,118.0,Maruti,India,Asia,c3,32066
Coimbatore,38799.22,2015,32205,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c5,2935
Delhi,7281.56,2013,67000,Diesel,Manual,First,5.0,19.01,1461.0,108.45,Renault,France,Europe,c2,32066
Coimbatore,10255.5,2014,57676,Petrol,Manual,First,5.0,19.1,1197.0,85.8,Maruti,India,Asia,c3,2935
Mumbai,4752.18,2012,41000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,20961
Jaipur,2376.09,2012,65000,Petrol,Manual,First,8.0,19.7,796.0,35.0,Maruti,India,Asia,c1,4107
Coimbatore,10485.45,2019,12153,Petrol,Automatic,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,2935
Hyderabad,2452.74,2014,16810,Petrol,Manual,First,4.0,25.4,624.0,37.5,Tata,India,Asia,c1,10534
Kochi,33311.22,2017,61221,Petrol,Automatic,First,5.0,17.84,1395.0,147.51,Audi,Germany,Europe,c5,3301
Mumbai,7281.56,2015,22000,Petrol,Manual,First,5.0,16.47,1198.0,74.0,Volkswagen,Germany,Europe,c2,20961
Chennai,3755.75,2015,63714,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,11503
Kochi,48364.89,2019,14857,Diesel,Automatic,First,5.0,20.7,1496.0,113.98,Mini,Germany,Europe,c5,3301
Delhi,15712.84,2012,69000,Diesel,Automatic,Second,5.0,15.2,1968.0,140.8,Audi,Germany,Europe,c3,32066
Coimbatore,41941.79,2019,14648,Diesel,Manual,First,7.0,12.62,2198.0,158.0,Ford,USA,America,c5,2935
Hyderabad,9964.24,2013,100000,Petrol,Manual,Second,5.0,15.8,1499.0,110.0,Ford,USA,America,c3,10534
Jaipur,6515.08,2016,22000,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,4107
Mumbai,8431.28,2014,10000,Petrol,Manual,First,5.0,18.2,1199.0,82.4,Chevrolet,USA,America,c2,20961
Kolkata,6131.84,2015,107000,Petrol,Manual,First,5.0,20.85,1197.0,83.14,Maruti,India,Asia,c2,15134
Kochi,7128.26,2017,48198,Petrol,Manual,First,5.0,17.57,1193.0,88.7,Tata,India,Asia,c2,3301
Delhi,43689.36,2015,15000,Diesel,Automatic,First,5.0,19.27,2143.0,170.0,Mercedes-Benz,Germany,Europe,c5,32066
Coimbatore,10899.35,2014,80073,Diesel,Manual,First,5.0,17.3,1998.0,163.7,Chevrolet,USA,America,c3,2935
Hyderabad,5978.54,2013,85388,Diesel,Manual,First,5.0,21.1,1248.0,73.9,Maruti,India,Asia,c2,10534
Jaipur,8584.58,2017,14700,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c2,4107
Pune,3449.16,2012,150000,Diesel,Manual,Third,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c1,6987
Kolkata,5978.54,2011,34994,Diesel,Manual,First,5.0,22.32,1582.0,126.32,Hyundai,Korea,Asia,c2,15134
Coimbatore,43888.64,2014,82536,Diesel,Automatic,First,5.0,14.74,2993.0,270.9,Jaguar,UK,Europe,c5,2935
Delhi,11113.96,2013,82000,Petrol,Automatic,First,5.0,13.7,1798.0,157.75,Skoda,Germany,Europe,c3,32066
Pune,3065.92,2006,52000,Petrol,Manual,Second,5.0,18.9,998.0,67.1,Maruti,India,Asia,c1,6987
Mumbai,5365.36,2011,20000,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,20961
Hyderabad,7664.8,2011,55000,Petrol,Manual,First,5.0,14.8,1799.0,130.2,Honda,Japan,Asia,c2,10534
Ahmedabad,5702.61,2015,47001,CNG,Manual,First,5.0,20.0,1196.0,63.0,Maruti,India,Asia,c2,8450
Chennai,5288.71,2014,52000,Petrol,Manual,First,5.0,22.5,998.0,67.04,Maruti,India,Asia,c1,11503
Kolkata,6898.32,2013,43284,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,15134
Coimbatore,22013.31,2018,23875,Petrol,Automatic,First,5.0,13.0,1591.0,121.3,Hyundai,Korea,Asia,c4,2935
Bangalore,8431.28,2016,51866,Petrol,Manual,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,13193
Mumbai,4598.88,2013,69000,Diesel,Manual,First,5.0,23.08,1461.0,63.1,Nissan,Japan,Asia,c1,20961
Coimbatore,9320.4,2017,62788,Petrol,Manual,First,5.0,18.9,1197.0,81.86,Hyundai,Korea,Asia,c3,2935
Chennai,7664.8,2013,150000,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,11503
Kochi,31042.44,2015,47566,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,3301
Chennai,1839.55,2002,67000,Petrol,Manual,Third,5.0,20.3,999.0,63.0,Hyundai,Korea,Asia,c1,11503
Pune,27593.28,2018,20300,Diesel,Automatic,First,7.0,11.36,2755.0,171.5,Toyota,Japan,Asia,c4,6987
Pune,26826.8,2015,48300,Diesel,Automatic,First,5.0,20.0,2143.0,107.3,Mercedes-Benz,Germany,Europe,c4,6987
Pune,3219.22,2013,30000,Petrol,Manual,First,5.0,21.1,814.0,55.2,Hyundai,Korea,Asia,c1,6987
Bangalore,11497.2,2012,36000,Diesel,Manual,Second,5.0,22.7,1582.0,126.24,Hyundai,Korea,Asia,c3,13193
Kochi,37971.42,2015,27641,Diesel,Automatic,Second,4.0,20.7,1496.0,113.98,Mini,Germany,Europe,c5,3301
Bangalore,13260.1,2015,60000,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c3,13193
Chennai,54420.08,2019,9000,Diesel,Automatic,First,7.0,10.91,3198.0,197.0,Ford,USA,America,c5,11503
Delhi,16096.08,2014,60750,Petrol,Manual,First,5.0,14.28,1798.0,138.03,Toyota,Japan,Asia,c4,32066
Delhi,19928.48,2018,9000,Diesel,Manual,First,7.0,14.0,2179.0,155.0,Mahindra,India,Asia,c4,32066
Kolkata,40623.44,2012,41100,Diesel,Automatic,First,5.0,16.77,2993.0,261.49,BMW,Germany,Europe,c5,15134
Ahmedabad,2146.14,2004,60000,Petrol,Manual,Second,5.0,17.3,1061.0,64.0,Maruti,India,Asia,c1,8450
Kochi,11512.53,2017,38424,Petrol,Manual,First,5.0,17.8,1497.0,117.3,Honda,Japan,Asia,c3,3301
Delhi,6591.73,2014,50000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,32066
Mumbai,13719.99,2015,19000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,20961
Kochi,10592.75,2015,58734,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c3,3301
Coimbatore,14946.36,2016,65257,Diesel,Manual,First,5.0,19.01,1461.0,108.45,Renault,France,Europe,c3,2935
Jaipur,6131.84,2010,130000,Diesel,Manual,Second,5.0,19.3,1248.0,73.9,Maruti,India,Asia,c2,4107
Hyderabad,5595.3,2011,79000,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,10534
Chennai,16479.32,2013,78000,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,11503
Kochi,6913.65,2015,49133,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c2,3301
Coimbatore,75452.29,2016,22769,Diesel,Automatic,First,5.0,7.2,2987.0,165.0,Mercedes-Benz,Germany,Europe,c5,2935
Coimbatore,5671.95,2014,54448,Diesel,Manual,First,5.0,21.02,1248.0,88.8,Tata,India,Asia,c2,2935
Hyderabad,19913.15,2014,158793,Diesel,Manual,First,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c4,10534
Delhi,6361.78,2015,62088,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c2,32066
Kolkata,6745.02,2012,14800,Petrol,Manual,First,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c2,15134
Kolkata,6515.08,2015,26000,Petrol,Manual,First,7.0,17.3,1497.0,117.3,Honda,Japan,Asia,c2,15134
Mumbai,6515.08,2017,32005,Petrol,Manual,First,5.0,18.0,1198.0,86.7,Honda,Japan,Asia,c2,20961
Jaipur,11803.79,2017,35000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,4107
Pune,60935.16,2015,52000,Diesel,Automatic,First,5.0,12.7,2179.0,187.7,Land-Rover,India,Asia,c5,6987
Mumbai,13030.16,2017,11000,Petrol,Manual,First,5.0,17.4,1497.0,117.3,Honda,Japan,Asia,c3,20961
Jaipur,10730.72,2008,62000,Petrol,Automatic,First,5.0,9.5,2997.0,231.1,Mercedes-Benz,Germany,Europe,c3,4107
Chennai,1226.37,2002,65134,Petrol,Manual,Third,5.0,13.8,1299.0,70.0,Ford,USA,America,c1,11503
Delhi,23377.64,2013,71000,Diesel,Manual,First,7.0,13.0,2982.0,168.5,Toyota,Japan,Asia,c4,32066
Hyderabad,3449.16,2008,51366,Petrol,Manual,First,5.0,19.0,998.0,66.1,Maruti,India,Asia,c1,10534
Kolkata,7434.86,2016,46300,Diesel,Manual,First,7.0,14.07,1948.0,83.1,Tata,India,Asia,c2,15134
Coimbatore,9841.6,2012,60908,Petrol,Automatic,Second,5.0,15.6,1497.0,116.3,Honda,Japan,Asia,c3,2935
Chennai,3832.4,2012,93450,Diesel,Manual,Second,5.0,23.19,1461.0,63.12,Nissan,Japan,Asia,c1,11503
Hyderabad,8814.52,2011,104000,Diesel,Automatic,First,5.0,19.08,1582.0,126.32,Hyundai,Korea,Asia,c2,10534
Pune,766.48,2003,52000,Petrol,Manual,First,4.0,16.1,796.0,37.0,Maruti,India,Asia,c1,6987
Coimbatore,17659.7,2015,42999,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c4,2935
Delhi,6898.32,2014,90000,Diesel,Manual,First,5.0,21.5,1248.0,88.8,Maruti,India,Asia,c2,32066
Bangalore,7281.56,2013,72000,Petrol,Automatic,First,5.0,15.0,1396.0,98.6,Hyundai,Korea,Asia,c2,13193
Coimbatore,20756.28,2019,54321,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,2935
Kochi,35886.59,2015,59630,Diesel,Automatic,First,5.0,13.0,2143.0,201.1,Mercedes-Benz,Germany,Europe,c5,3301
Hyderabad,29509.48,2013,116000,Diesel,Automatic,Second,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,10534
Ahmedabad,30659.2,2015,34000,Diesel,Automatic,First,5.0,9.0,1984.0,181.0,Volvo,Sweden,Europe,c4,8450
Delhi,19928.48,2011,70000,Diesel,Automatic,First,5.0,14.21,2143.0,203.0,Mercedes-Benz,Germany,Europe,c4,32066
Chennai,6116.51,2010,80000,Petrol,Manual,First,5.0,10.2,2354.0,180.0,Honda,Japan,Asia,c2,11503
Pune,7128.26,2015,110000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,6987
Ahmedabad,7128.26,2013,56454,Diesel,Manual,First,5.0,28.4,1248.0,73.75,Maruti,India,Asia,c2,8450
Kolkata,4828.82,2013,60000,Petrol,Manual,First,5.0,18.6,1197.0,85.8,Maruti,India,Asia,c1,15134
Delhi,12646.92,2013,56000,Petrol,Automatic,First,5.0,14.53,1798.0,138.1,Toyota,Japan,Asia,c3,32066
Bangalore,99642.4,2012,63000,Diesel,Automatic,Second,5.0,11.49,4367.0,335.3,Land-Rover,India,Asia,c5,13193
Chennai,6898.32,2012,63000,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,11503
Kolkata,26826.8,2017,15050,Diesel,Manual,First,5.0,16.3,1956.0,170.0,Jeep,USA,America,c4,15134
Mumbai,6607.06,2016,29401,Petrol,Manual,First,5.0,20.4,1197.0,81.8,Maruti,India,Asia,c2,20961
Kochi,9504.35,2016,25238,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,3301
Chennai,7158.92,2011,79000,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c2,11503
Kochi,5089.43,2011,58752,Petrol,Manual,First,5.0,16.47,1198.0,73.9,Volkswagen,Germany,Europe,c1,3301
Delhi,5748.6,2011,62000,Petrol,Automatic,First,5.0,12.9,1799.0,130.0,Honda,Japan,Asia,c2,32066
Bangalore,7204.91,2013,132000,Petrol,Manual,First,5.0,16.78,1496.0,88.73,Toyota,Japan,Asia,c2,13193
Chennai,9964.24,2016,51000,Petrol,Manual,First,5.0,17.01,1591.0,121.3,Hyundai,Korea,Asia,c3,11503
Hyderabad,11113.96,2009,185200,Diesel,Manual,First,8.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,10534
Coimbatore,13704.66,2016,61717,Diesel,Manual,First,5.0,22.7,1598.0,118.0,Maruti,India,Asia,c3,2935
Kolkata,11251.93,2018,8896,Petrol,Manual,First,5.0,19.0,1194.0,94.68,Ford,USA,America,c3,15134
Delhi,10577.42,2016,17000,Petrol,Manual,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,32066
Mumbai,9044.46,2016,31378,Petrol,Manual,First,5.0,18.2,1199.0,88.7,Honda,Japan,Asia,c3,20961
Pune,10347.48,2013,114000,Diesel,Automatic,First,5.0,22.32,1582.0,126.3,Hyundai,Korea,Asia,c3,6987
Ahmedabad,6285.14,2014,81000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,8450
Mumbai,41389.92,2017,31000,Diesel,Automatic,First,5.0,18.51,1968.0,147.51,Audi,Germany,Europe,c5,20961
Mumbai,6898.32,2014,35000,Petrol,Manual,First,5.0,15.0,1598.0,103.52,Skoda,Germany,Europe,c2,20961
Kolkata,22227.92,2013,60001,Diesel,Automatic,First,5.0,17.11,1968.0,174.33,Audi,Germany,Europe,c4,15134
Jaipur,8048.04,2014,75074,Diesel,Manual,First,5.0,23.4,1248.0,74.0,Maruti,India,Asia,c2,4107
Kolkata,1839.55,2012,80000,Diesel,Manual,Second,5.0,22.3,1248.0,74.0,Tata,India,Asia,c1,15134
Jaipur,7588.15,2006,147350,Diesel,Manual,Second,8.0,12.99,2494.0,100.6,Toyota,Japan,Asia,c2,4107
Hyderabad,11497.2,2013,60000,Diesel,Manual,First,5.0,19.64,1461.0,108.45,Renault,France,Europe,c3,10534
Kolkata,73582.08,2015,7501,Petrol,Automatic,First,4.0,10.0,2996.0,333.0,Mercedes-Benz,Germany,Europe,c5,15134
Delhi,6821.67,2015,58000,Diesel,Manual,First,5.0,25.8,1498.0,98.6,Honda,Japan,Asia,c2,32066
Coimbatore,91441.06,2018,29277,Diesel,Automatic,First,5.0,11.57,2987.0,254.79,Mercedes-Benz,Germany,Europe,c5,2935
Kochi,6714.36,2015,57034,Diesel,Manual,First,5.0,23.2,1248.0,73.94,Maruti,India,Asia,c2,3301
Kochi,12110.38,2016,40810,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,3301
Bangalore,2881.96,2008,35268,Petrol,Manual,Second,5.0,17.92,1086.0,62.0,Hyundai,Korea,Asia,c1,13193
Mumbai,16096.08,2008,81000,Diesel,Automatic,Second,5.0,18.48,1995.0,187.0,BMW,Germany,Europe,c4,20961
Coimbatore,11175.28,2018,34630,Petrol,Automatic,First,5.0,21.4,1197.0,83.1,Maruti,India,Asia,c3,2935
Hyderabad,9197.76,2012,45122,Diesel,Manual,First,5.0,23.5,1498.0,88.7,Ford,USA,America,c3,10534
Chennai,10270.83,2011,126000,Diesel,Manual,Third,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,11503
Jaipur,2299.44,2009,63000,Petrol,Manual,First,5.0,19.7,796.0,46.3,Maruti,India,Asia,c1,4107
Kochi,36484.45,2016,32298,Diesel,Automatic,First,4.0,20.7,1496.0,113.98,Mini,Germany,Europe,c5,3301
Kochi,11911.1,2014,63288,Diesel,Manual,First,7.0,15.1,2179.0,140.0,Mahindra,India,Asia,c3,3301
Coimbatore,5089.43,2012,43337,Petrol,Manual,First,5.0,17.92,1086.0,62.1,Hyundai,Korea,Asia,c1,2935
Kochi,7572.82,2015,46561,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,3301
Delhi,16862.56,2013,34000,Diesel,Automatic,Second,5.0,20.0,2143.0,107.3,Mercedes-Benz,Germany,Europe,c4,32066
Hyderabad,5212.06,2016,48000,Petrol,Manual,First,5.0,25.17,799.0,53.3,Renault,France,Europe,c1,10534
Kochi,6392.44,2013,56263,Diesel,Manual,First,5.0,22.9,1248.0,74.0,Maruti,India,Asia,c2,3301
Hyderabad,1916.2,2005,84060,Petrol,Manual,Second,5.0,17.3,993.0,60.0,Maruti,India,Asia,c1,10534
Mumbai,8354.63,2016,9000,Petrol,Automatic,First,5.0,18.9,1197.0,82.0,Hyundai,Korea,Asia,c2,20961
Jaipur,3970.37,2012,79000,Diesel,Manual,First,5.0,21.12,1248.0,88.8,Tata,India,Asia,c1,4107
Pune,18410.85,2015,87900,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c4,6987
Delhi,3755.75,2010,72425,Petrol,Manual,Second,5.0,17.5,1197.0,85.8,Maruti,India,Asia,c1,32066
Bangalore,44455.84,2015,38000,Diesel,Automatic,First,5.0,15.73,1968.0,174.33,Audi,Germany,Europe,c5,13193
Hyderabad,3679.1,2008,83000,Diesel,Manual,Second,5.0,17.8,1399.0,67.04,Ford,USA,America,c1,10534
Hyderabad,18380.19,2010,107000,Diesel,Automatic,First,5.0,14.84,2143.0,170.0,Mercedes-Benz,Germany,Europe,c4,10534
Delhi,12110.38,2015,51000,Petrol,Automatic,First,5.0,18.0,1497.0,117.3,Honda,Japan,Asia,c3,32066
Pune,9581.0,2010,140000,Diesel,Manual,Third,7.0,12.8,2494.0,102.0,Toyota,Japan,Asia,c3,6987
Pune,2759.33,2011,48000,Petrol,Manual,Second,5.0,18.6,1199.0,79.4,Chevrolet,USA,America,c1,6987
Delhi,4292.29,2013,62000,CNG,Manual,First,5.0,26.6,998.0,58.16,Maruti,India,Asia,c1,32066
Mumbai,7511.5,2015,31000,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c2,20961
Jaipur,3449.16,2010,75055,Petrol,Manual,First,5.0,18.06,1198.0,75.0,Nissan,Japan,Asia,c1,4107
Coimbatore,13628.01,2017,51210,Petrol,Automatic,First,5.0,19.12,1373.0,91.1,Maruti,India,Asia,c3,2935
Mumbai,22994.4,2012,87000,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,20961
Kolkata,8661.22,2018,17000,Diesel,Manual,First,5.0,26.1,1498.0,99.0,Ford,USA,America,c2,15134
Jaipur,10730.72,2014,57000,Diesel,Manual,First,7.0,20.77,1248.0,88.8,Maruti,India,Asia,c3,4107
Hyderabad,4522.23,2016,9370,Petrol,Manual,First,5.0,22.74,796.0,47.3,Maruti,India,Asia,c1,10534
Chennai,5058.77,2013,53226,Petrol,Manual,First,5.0,19.4,1198.0,86.8,Honda,Japan,Asia,c1,11503
Hyderabad,5365.36,2010,120000,Diesel,Manual,Second,5.0,16.2,1493.0,110.0,Hyundai,Korea,Asia,c1,10534
Jaipur,3525.81,2007,75055,Petrol,Manual,First,5.0,17.8,1493.0,100.0,Honda,Japan,Asia,c1,4107
Coimbatore,20986.22,2017,37247,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,2935
Delhi,4752.18,2013,64000,Diesel,Manual,First,5.0,23.59,1364.0,67.0,Toyota,Japan,Asia,c1,32066
Mumbai,19545.24,2014,12000,Petrol,Manual,First,5.0,13.44,2359.0,198.25,Hyundai,Korea,Asia,c4,20961
Pune,21078.2,2017,40158,Diesel,Manual,First,5.0,19.67,1582.0,126.2,Hyundai,Korea,Asia,c4,6987
Chennai,10347.48,2017,11000,Petrol,Manual,First,5.0,18.7,1199.0,88.7,Honda,Japan,Asia,c3,11503
Chennai,8048.04,2014,70010,Diesel,Manual,First,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,11503
Mumbai,13413.4,2015,82000,Diesel,Manual,First,7.0,16.0,2179.0,140.0,Mahindra,India,Asia,c3,20961
Kochi,13597.36,2017,57259,Diesel,Manual,First,7.0,18.49,1493.0,100.0,Mahindra,India,Asia,c3,3301
Bangalore,9964.24,2010,84000,Petrol,Automatic,Second,5.0,11.1,2354.0,142.0,Honda,Japan,Asia,c3,13193
Pune,6898.32,2012,168000,Diesel,Manual,First,7.0,20.77,1248.0,88.76,Maruti,India,Asia,c2,6987
Hyderabad,19162.0,2012,73670,Diesel,Manual,First,7.0,12.83,2696.0,162.0,Mahindra,India,Asia,c4,10534
Delhi,25753.73,2014,89540,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c4,32066
Hyderabad,13413.4,2016,85423,Diesel,Manual,First,7.0,20.77,1248.0,88.8,Maruti,India,Asia,c3,10534
Pune,13030.16,2013,48823,Diesel,Automatic,First,5.0,19.5,1582.0,126.24,Hyundai,Korea,Asia,c3,6987
Kolkata,3387.84,2011,35082,Petrol,Manual,First,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,15134
Jaipur,2452.74,2012,126000,Petrol,Manual,First,5.0,16.8,796.0,34.2,Maruti,India,Asia,c1,4107
Delhi,9581.0,2016,19000,Petrol,Automatic,First,5.0,15.5,1198.0,86.7,Honda,Japan,Asia,c3,32066
Mumbai,3449.16,2007,69000,Petrol,Automatic,Second,5.0,12.9,1799.0,130.0,Honda,Japan,Asia,c1,20961
Kochi,39473.72,2019,29836,Diesel,Automatic,First,5.0,17.9,2143.0,136.0,Mercedes-Benz,Germany,Europe,c5,3301
Ahmedabad,10347.48,2010,48002,Petrol,Manual,Second,5.0,13.14,1798.0,157.8,Skoda,Germany,Europe,c3,8450
Ahmedabad,9581.0,2015,52324,Diesel,Manual,First,5.0,28.09,1248.0,88.5,Maruti,India,Asia,c3,8450
Delhi,7818.1,2013,65000,Diesel,Manual,First,5.0,22.7,1498.0,89.84,Ford,USA,America,c2,32066
Mumbai,16479.32,2009,66000,Diesel,Automatic,Second,5.0,8.7,2987.0,224.34,Mercedes-Benz,Germany,Europe,c4,20961
Hyderabad,8737.87,2016,75700,Diesel,Manual,First,5.0,24.0,1120.0,70.0,Hyundai,Korea,Asia,c2,10534
Bangalore,9121.11,2013,43000,Diesel,Manual,First,5.0,20.5,1598.0,105.0,Volkswagen,Germany,Europe,c3,13193
Kochi,3679.1,2012,42706,Diesel,Manual,First,5.0,25.44,936.0,56.3,Chevrolet,USA,America,c1,3301
Mumbai,5350.03,2013,35000,Diesel,Manual,First,7.0,17.21,1493.0,100.0,Mahindra,India,Asia,c1,20961
Hyderabad,6131.84,2011,54348,Petrol,Automatic,First,5.0,19.2,1197.0,80.0,Hyundai,Korea,Asia,c2,10534
Delhi,5901.9,2013,84000,Diesel,Manual,First,5.0,23.59,1364.0,67.04,Toyota,Japan,Asia,c2,32066
Mumbai,6055.19,2010,63298,Petrol,Automatic,First,5.0,14.53,1794.0,138.1,Toyota,Japan,Asia,c2,20961
Jaipur,4598.88,2013,75049,Petrol,Manual,Second,5.0,20.36,1197.0,78.9,Hyundai,Korea,Asia,c1,4107
Kochi,10270.83,2018,24237,Petrol,Manual,First,5.0,18.16,1196.0,86.8,Ford,USA,America,c3,3301
Coimbatore,9412.37,2016,22767,Petrol,Manual,First,5.0,18.5,1197.0,85.8,Maruti,India,Asia,c3,2935
Bangalore,6745.02,2012,58000,Petrol,Automatic,Second,5.0,15.0,1396.0,98.6,Hyundai,Korea,Asia,c2,13193
Pune,6515.08,2017,57000,Diesel,Manual,First,5.0,26.59,1248.0,74.0,Maruti,India,Asia,c2,6987
Kochi,39749.65,2010,50161,Petrol,Automatic,First,5.0,8.77,4395.0,402.0,BMW,Germany,Europe,c5,3301
Kolkata,10730.72,2016,45000,Diesel,Manual,First,5.0,22.7,1598.0,118.0,Maruti,India,Asia,c3,15134
Coimbatore,38507.96,2017,68319,Diesel,Automatic,First,7.0,12.55,2982.0,168.5,Toyota,Japan,Asia,c5,2935
Kochi,6821.67,2017,30711,Petrol,Manual,First,5.0,20.3,998.0,68.05,Hyundai,Korea,Asia,c2,3301
Kolkata,3679.1,2011,38277,Diesel,Manual,First,5.0,21.9,1396.0,90.0,Hyundai,Korea,Asia,c1,15134
Pune,6637.72,2012,115000,Diesel,Manual,Second,5.0,20.54,1598.0,103.6,Volkswagen,Germany,Europe,c2,6987
Coimbatore,10623.41,2017,46849,Petrol,Automatic,First,5.0,18.5,1197.0,83.14,Maruti,India,Asia,c3,2935
